#NAME	subject1	subject2	subject3	subject4	subject5	subject6	subject7	subject8	subject9	subject10	subject11	subject12	subject13	subject14	subject15	subject16	subject17	subject18	subject19	subject20
K00746	108	107	877	440	11	124	253	110	176	219	580	922	497	183	48	143	116	339	127	354
K00747	66908	15223	25813	29066	34701	19109	59941	39019	17604	3733	46165	130872	117967	102897	59922	196373	43545	14865	117207	31398
K00748	116	565	76	887	407	114	5	2950	376	1487	163	12	60	33	143	984	738	2180	1046	945
K00753	210	112	126	115	33	160	211	3	30	488	40	6	347	307	59	687	217	479	28	247
K00756	43011	14309	145509	58187	38844	15388	73289	42783	5987	62064	54456	9314	47329	10888	12597	24808	78544	29153	83527	57167
K00757	0	9	21	5	0	3	0	0	35	1	4	2	0	18	1	10	0	1	6	0
K00758	2093	19	371	95	65	419	486	1197	338	142	314	336	429	264	1446	2	161	35	17	416
K00759	4630	6662	1930	1232	5362	5826	5848	6124	9650	1481	1879	5538	152	15305	6723	1430	994	2227	9432	6205
K00760	377	215	2898	716	886	451	3774	3300	1373	863	533	476	167	1145	3912	2013	869	1232	1719	448
K00761	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	3
K00762	561	2068	6722	3321	7116	335	4354	1041	2843	378	252	2360	1082	1111	129	383	2394	441	1185	693
K00763	102880	159606	18098	90726	75009	35532	129811	41788	30310	72861	16159	93086	9986	55107	144895	53373	22453	67792	138734	35297
K00764	1088	5588	1199	1991	1741	2749	5258	469	617	335	834	51	420	3466	1520	601	1312	1977	595	2926
K00765	1	1	10	2	2	27	0	1	1	105	6	2	2	26	11	8	0	15	0	7
K00766	49059	39231	14047	45307	24251	17471	27711	37055	21724	10257	5454	47678	1115	39317	62712	24439	39550	41587	18796	40822
K00767	1620	1963	19566	3528	11700	17855	147	499	755	1461	2557	7661	3979	6899	1714	1830	7822	5910	1345	6560
K00768	4	0	0	1	2	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1
K00769	335	288	255	5379	1961	3149	934	2859	1556	113	6731	8371	4951	1259	4725	1278	2355	650	3266	3130
K00770	4	4	0	0	0	7	10	0	0	13	0	4	1	46	3	1	7	96	2	0
K00771	147	2107	426	196	948	11	2418	7034	3173	900	624	544	2486	190	1417	4451	4415	3285	3585	1986
K00772	48904	8376	86640	54093	65315	40056	50231	36297	77636	10652	105426	39415	78468	33125	69826	30235	84887	148332	118591	31032
K00778	21075	3609	1297	3992	483	1178	5615	1341	143	3150	5040	3893	3379	237	13842	732	1436	3827	10899	2905
K00779	52044	174486	123764	55835	34720	118893	108946	81549	149434	90239	61855	126497	59720	100758	256492	13799	58581	58806	168728	95934
K00780	6281	21099	15360	6622	8240	13024	25702	22844	9995	7124	11035	10128	3589	4075	20032	6352	1448	1891	2554	1634
K00781	12125	16989	134	33237	11874	4730	934	20154	39255	11702	27865	10132	4220	42814	9406	4565	10688	3299	19302	47331
K00784	0	0	1	0	0	2	0	2	1	0	0	0	0	4	0	0	0	0	0	0
K00787	4	8	459	286	31	127	47	55	102	19	6	6	11	22	5	12	13	5	116	19
K00788	0	0	0	3	5	1	0	0	0	2	1	35	0	2	1	0	0	5	0	0
K00789	131	87	12	560	257	59	1	27	10	328	32	344	96	404	46	49	72	803	401	221
K00790	269	300	2521	4307	100	1809	1768	241	1655	129	862	70	1311	2680	989	1329	132	123	829	227
K00791	7	1	0	3	106	0	73	10	58	88	62	0	27	1	32	4	0	1	12	48
K00793	1	0	1	3	0	3	2	3	2	1	2	26	0	6	21	0	0	1	9	6
K00794	23	4	36	18	9	0	40	0	2	65	4	38	8	117	67	133	3	7	37	8
K00795	0	13	29	0	0	22	53	10	5	102	20	3	17	11	22	19	3	5	2	157
K00796	21	0	0	49	32	2	1	14	1	15	10	0	6	2	0	0	4	17	9	1
K00797	27	20	1304	739	10	71	428	566	165	159	324	823	2882	101	134	98	147	1912	331	639
K00798	147	57	123	1	22	149	269	47	188	254	111	1236	112	69	86	313	2	207	60	1864
K00799	3	0	21	10	0	11	2	1	6	0	10	16	4	2	2	0	0	5	0	0
K00800	1	1	9	8	1	2	0	0	0	0	2	0	18	10	13	0	0	1	16	0
K00801	29	1	1	4	75	28	15	5	4	23	238	13	5	20	18	23	53	108	60	36
K00802	79	89	40	0	42	1	2	1	1220	0	48	84	27	0	60	2	555	112	19	291
K00803	5	0	1	15	0	25	8	0	33	15	45	10	2	64	10	19	17	2	0	15
K00804	308	847	75	418	285	546	348	9	0	140	457	100	316	455	201	90	437	1046	1	549
K00805	357	210	40	911	6	162	712	236	33	7	791	111	531	131	311	1015	42	155	196	5
K00806	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	3	0	0	0	0
K00807	2	0	3	0	0	12	10	15	0	1	1	0	0	12	0	5	0	0	0	2
K00808	0	17	1	2	5	1	0	0	28	0	19	48	15	50	0	0	0	2	29	0
K00811	6	10	7	0	0	5	0	0	0	18	0	27	0	2	0	0	3	1	5	0
K00812	847	3019	1618	4383	226	442	239	2036	809	1371	334	1445	717	1777	2886	2597	315	358	1267	352
K00813	2	0	2	0	0	7	0	34	9	0	0	9	0	12	2	0	2	16	0	0
K00814	219	8	364	264	343	0	68	918	208	493	326	998	428	80	827	65	112	1358	159	737
K00815	2	360	379	447	283	58	72	23	2	85	39	471	18	207	161	13	20	2	3	508
K00816	7	1	0	1	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
K00817	4979	2124	10898	11772	18639	1004	1882	3658	1813	9101	2541	12447	6600	1823	791	5990	16828	7270	873	533
K00818	349	943	36	91	129	2	881	904	144	39	204	21	1201	33	322	519	2505	2634	616	521
K00819	26	2	5	142	73	9	2	6	67	1	154	63	43	9	0	38	66	22	0	28
K00820	50159	12938	89891	53233	169519	20505	24643	56621	114725	71313	117907	77124	277489	10662	38154	83297	37634	104511	6083	58260
K00821	2031	2638	742	1496	4105	2349	1292	3890	6792	828	300	6145	18654	2872	396	464	6820	981	5115	4238
K00822	0	10	1	6	1	0	0	1	3	39	7	2	0	17	0	0	0	3	0	1
K00823	1	76	11	26	39	0	6	0	11	12	13	50	4	1	16	18	20	22	2	6
K00824	1393	701	38	1	242	435	608	227	208	368	200	273	58	20	222	1159	73	362	532	414
K00825	0	0	5	0	0	2	0	0	0	2	6	5	0	0	7	0	0	6	0	0
K00826	47218	23628	23885	65995	58388	20383	15933	12348	10472	48867	72810	4917	73412	15971	32631	56263	16413	74337	75546	36832
K00827	54	22	21	84	3	105	1	14	43	105	516	47	15	256	4	130	17	421	139	582
K00830	0	13	8	19	2	0	1	11	0	0	0	3	0	7	1	0	10	0	0	17
K00831	0	6	3	0	0	0	0	0	1	11	3	0	2	0	0	0	1	1	0	0
K00832	16946	51471	25817	60597	23698	33919	64674	46520	1915	8672	52090	22676	27170	6170	12326	20703	39000	13570	13430	27020
K00833	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
K00835	182	774	20	691	254	445	1311	1280	102	79	391	67	39	994	1692	956	823	235	159	424
K00836	5810	1186	1563	838	7963	7684	1859	4531	2432	3485	10917	692	4977	2356	1414	4397	1497	1030	6795	2761
K00838	52	0	8	1	195	1	15	1	35	101	0	1	122	28	52	0	10	5	13	7
K00840	43015	276134	130317	58493	30148	62271	33657	121471	30076	61878	22046	98084	62301	68091	52911	134280	56864	55469	120042	45138
K00841	0	34	0	0	0	22	2	10	1	15	0	0	0	1	3	4	0	0	13	3
K00844	109	753	612	111	186	752	635	74	621	159	665	230	655	379	692	1267	192	65	78	421
K00845	9	357	55	19	413	47	165	562	182	133	701	149	128	33	4	615	160	41	147	65
K00846	2	10	12	69	59	12	0	29	2	2	10	0	33	7	5	2	7	23	6	4
K00847	0	0	0	1	0	1	0	1	0	4	3	0	0	0	1	0	3	0	2	3
K00848	205	82	248	1107	421	283	3	261	105	34	25	569	36	188	13	80	114	53	23	374
K00849	0	57	54	10	7	12	58	22	3	77	45	28	5	6	11	133	3	69	364	33
K00850	131	39	0	57	19	31	32	4	15	23	0	28	93	47	36	0	21	2	0	38
K00851	7	1	1	1	0	12	0	6	59	2	4	21	7	0	24	0	1	0	2	2
K00852	126	832	655	1051	81	1170	353	819	771	1629	530	3378	854	539	387	2370	2499	590	2694	224
K00853	10081	11627	14598	23553	19186	6284	10324	2315	41353	1125	15129	12335	11306	7119	4824	14664	16473	28406	12944	13206
K00854	0	0	0	0	13	11	0	5	5	8	0	0	0	2	2	25	3	27	4	1
K00855	10	0	0	2	14	0	0	2	3	0	5	1	0	3	1	1	0	2	10	8
K00856	9	1	7	2	4	0	0	28	2	9	0	0	14	6	0	7	0	0	0	0
K00857	5	8	2	3	0	0	3	2	0	0	2	1	6	2	0	0	0	0	0	0
K00858	1614	4221	5275	30015	16863	6907	9551	4627	4086	10987	11058	4826	21916	13211	10360	19753	4213	7511	49674	31641
K00859	7	19	2	43	0	4	89	130	39	38	16	54	15	351	22	7	55	106	19	265
K00860	320	1352	849	25	2419	1964	217	1730	1701	136	1273	3801	1033	478	743	422	1471	594	21	2929
K00861	12	30	32	3	0	2	11	0	1	49	1	1	5	21	6	0	21	0	0	72
K00863	0	0	0	4	11	1	6	0	3	1	0	6	3	15	2	2	0	2	0	20
K00864	763	315	1632	112	585	258	1458	370	543	320	7	1513	1362	2208	3280	663	4258	275	3525	15
K00865	0	0	5	2	20	2	0	0	0	4	0	1	0	0	0	1	1	0	3	0
K00866	995	5196	1842	381	3122	5935	299	3623	2828	6022	143	5724	6825	328	1049	8482	2333	2299	8838	5445
K00867	0	0	1	0	0	0	0	0	0	0	0	2	0	2	2	0	0	1	0	0
K00868	11277	6485	8017	20167	45603	45352	24908	31823	8377	17939	30488	6716	52723	6525	4552	25338	58988	23151	19127	20899
K00869	0	4	0	0	6	0	27	0	2	2	7	0	0	0	1	0	5	0	0	1
K00871	23846	200927	51175	43170	67350	191056	10791	24763	131908	985	9478	73762	9342	87066	87409	115454	21992	39801	49761	54801
K00872	3	0	6	1	4	9	0	0	0	0	1	6	1	35	0	5	0	0	0	0
K00873	0	1	1	0	2	1	0	0	0	0	0	4	0	0	0	1	0	2	0	0
K00874	31944	93323	79018	22592	20722	82499	47259	25881	9502	201165	30923	86773	19457	32546	46016	64968	12243	59906	44676	38761
K00875	24299	31467	78341	171809	98747	30205	93104	41789	153013	74662	69234	64909	38978	86282	139193	67355	112939	61440	183139	81493
K00876	0	186	718	583	81	132	1949	20	233	298	36	43	65	792	6	159	514	59	106	25
K00877	390	334	54	825	112	408	304	324	55	832	16	163	142	42	713	0	1976	912	325	22
K00878	5	0	0	1	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0
K00879	6131	40422	11494	26800	9672	49573	5448	29230	23512	6602	5599	35553	8388	7029	57265	21881	6736	18352	15036	21695
K00880	0	8	14	25	7	4	342	2	8	13	34	53	2	112	27	39	11	121	2	1
K00881	724	342	305	1403	5	118	1469	398	1519	540	79	316	436	35	475	217	625	79	9	769
K00882	89	1243	559	41	162	166	95	127	796	135	53	67	124	271	450	53	63	40	416	128
K00883	1	0	0	1	0	1	0	1	0	0	17	1	58	14	13	1	2	36	10	0
K00884	796	293	134	92	4	4	119	389	55	195	299	0	186	262	32	239	0	220	37	77
K00885	0	87	11	55	60	18	34	32	6	84	15	4	0	6	41	59	259	2	6	45
K00886	4159	889	1687	911	1599	1901	326	859	2769	2519	887	2315	150	5219	1411	229	2151	454	1343	991
K00887	5535	4530	1593	372	12548	557	815	200	1296	10180	6279	460	480	3012	4125	2364	970	2242	1609	6407
K00888	4394	5189	1602	1808	561	3863	343	211	316	3615	535	5251	465	5503	2344	257	547	312	4828	1409
K00889	55918	98345	103859	19305	11124	54205	21221	122656	61081	95933	137241	78780	15141	132441	63523	76620	23122	107084	80151	7092
K00891	854	0	1218	23	557	99	263	439	418	61	262	360	20	99	112	152	1	2	362	82
K00892	13647	17978	42662	28321	21509	28861	8030	35996	13483	25262	12263	11843	16058	74770	24373	13001	1209	26072	5760	13952
K00893	662	283	25	94	2748	1887	462	90	1609	232	702	1108	898	62	255	214	556	1344	424	2301
K00894	8	30	0	14	42	14	1	29	4	13	22	9	220	16	13	25	8	22	61	83
K00895	79	228	376	147	316	30	83	196	363	294	108	215	58	169	7	3	336	56	0	130
K00899	0	0	2	0	0	7	1	0	1	1	0	2	1	0	0	0	0	0	0	0
K00900	1081	3124	2333	894	1573	1252	8909	98	2322	280	1628	1611	3370	1899	205	3591	543	4555	470	5992
K00901	10927	4301	46363	2162	30440	8585	75890	23904	18820	7955	44869	17215	8245	17374	31390	39141	76716	45797	26803	24292
K00902	17675	4649	3252	7831	12105	12584	8547	9615	5765	1670	39600	2531	17502	155	496	5959	16863	7331	3635	15186
K00904	23	22	49	0	15	8	4	1	0	7	135	18	50	3	1	0	11	2	9	14
K00907	9	4	0	0	51	7	1	1	9	0	7	0	3	0	2	0	9	0	0	3
K00909	12	5	1	11	0	30	3	6	0	0	0	7	11	0	12	7	54	1	0	0
K00910	0	0	0	0	0	0	0	12	0	0	0	2	0	1	0	0	1	1	4	1
K00911	71	1859	146	596	1199	46	4387	514	1911	1684	497	1901	110	2	48	1567	20	398	448	14
K00912	799	1097	1238	118	654	343	927	1067	2400	1040	1184	110	136	499	1022	40	11	146	341	668
K00913	5	23	62	30	0	15	34	20	13	0	32	19	114	11	3	94	83	1	0	70
K00914	2400	1438	292	135	980	1375	1	1285	682	504	1380	914	420	1048	2844	2758	0	3660	532	264
K00915	0	0	1	1	1	0	0	0	3	1	0	1	2	0	0	0	0	0	0	0
K00917	4	0	2	0	0	1	0	0	6	0	0	0	2	4	1	0	0	3	0	0
K00918	4098	8343	6821	35969	22140	822	4506	7473	8683	17619	1830	34206	21603	11362	11248	3103	3575	4275	5234	7276
K00919	50008	61625	39746	140306	151848	43930	8308	137374	20089	167191	183772	158602	93543	79273	72565	78936	65762	30276	124009	108714
K00920	5026	1756	5645	4143	781	171	564	282	853	6101	3810	3990	7163	1442	653	2764	263	2535	1156	195
K00921	1	0	11	0	0	2	0	3	2	3	5	0	0	4	0	0	1	2	1	1
K00922	2	0	0	1	2	6	0	0	1	15	0	3	0	5	0	0	1	2	0	0
K00923	931	1758	5861	2272	38	7706	1666	4445	9771	183	5779	5637	10822	2552	658	2000	2108	130	8615	723
K00925	1235	45355	43670	29741	17374	59358	4514	7572	10290	80846	8213	24444	22754	37143	30398	4418	4437	18611	461	16539
K00926	33310	45537	11313	59706	6970	23195	28933	185249	41909	8287	44165	47055	88405	120186	14551	94006	117630	212410	69978	25634
K00927	2114	1369	1239	1103	7839	9116	1559	105	8374	3830	4399	439	6273	4304	265	863	1117	1065	2274	3925
K00928	2	6	0	0	0	0	7	1	0	3	0	2	1	2	19	0	1	0	0	2
K00929	64572	86186	89870	56100	92450	85576	126687	64192	107073	25297	93550	34086	129135	32117	35656	31362	26189	27572	56470	93999
K00930	1167	320	329	73	1107	442	285	1980	87	722	781	900	326	3	402	64	2279	3295	2005	484
K00931	48681	38729	143436	27944	117746	246670	122805	50153	54412	11050	60820	126187	46837	157230	189084	278251	79216	188563	38736	184275
K00932	0	1	0	0	1	5	4	0	0	0	0	1	1	0	7	4	0	1	0	1
K00933	3	0	1	0	3	6	0	0	0	2	0	0	10	0	20	0	20	8	9	45
K00934	4	0	0	0	0	1	0	0	3	0	0	0	0	0	5	0	1	1	0	0
K00937	42	162	458	390	144	154	614	154	198	358	233	348	56	439	0	49	385	52	26	627
K00938	72	0	0	63	1	10	3	44	0	22	21	24	50	42	174	2	13	43	3	225
K00939	128	0	40	16	136	24	226	222	6	3	119	49	3	77	295	56	245	15	96	9
K00940	89	4	2	7	28	2	1	38	62	38	4	0	2	72	9	142	0	15	14	2
K00941	24	2	0	0	10	3	7	14	0	0	3	16	22	175	45	4	22	7	4	0
K00942	0	2	1	4	3	4	0	0	18	1	1	0	0	0	4	0	0	0	0	0
K00943	566	139	30	525	909	52	174	517	308	371	533	49	410	536	330	1529	31	287	13	612
K00944	7361	6824	9898	8774	30694	5798	14598	29056	24705	8750	13912	6721	19610	6985	39026	14640	18155	11067	56998	4674
K00945	43	10	15	3	2	22	0	1	0	15	7	1	3	0	14	7	0	7	1	26
K00946	31797	27968	59341	18472	34221	56385	81243	51046	21889	29716	18974	75327	84010	25320	68494	72079	41573	55027	48381	25796
K00948	0	0	1	0	0	0	0	2	0	0	1	1	2	0	0	0	0	4	0	0
K00949	5	39	18	50	176	2	13	51	36	120	36	178	16	66	5	12	3	8	72	1
K00950	880	279	1931	138	23	2796	1968	514	324	1303	3445	97	1908	30	512	289	648	264	346	1449
K00951	7084	12589	2717	517	4614	2864	2664	3395	1540	1943	7183	3081	12589	11646	340	1366	14159	2440	6349	1441
K00952	8936	4918	10261	15962	27165	12521	630	2971	2827	4739	5920	34321	25865	16310	14659	20328	26203	7024	18426	21171
K00953	338	652	124	1695	11	244	398	260	937	641	87	17	217	112	55	396	204	7	272	437
K00954	15	2	0	0	18	0	0	8	6	6	2	32	0	3	28	0	21	0	1	2
K00955	7137	114699	53567	16121	57467	85926	4653	18401	131105	93881	49976	10863	1729	12696	22918	3416	11407	29989	32574	68258
K00956	5	14	12	3	0	0	50	1	0	1	101	1	4	9	0	61	3	38	82	0
K00957	0	2	3	2	5	2	0	0	1	2	0	1	0	0	0	0	0	2	0	0
K00958	4	9	27	0	1	0	0	2	1	0	4	6	3	0	2	5	10	19	1	3
K00962	67	23	24	1	8	12	22	1	1	4	35	9	0	4	27	4	2	14	24	64
K00963	2	3	24	2	9	59	0	12	7	1	12	0	112	0	1	25	47	5	6	7
K00965	13	2	2	3	10	3	30	3	14	21	1	14	18	4	15	35	4	9	27	6
K00966	651	2772	215	3	1122	711	6814	472	2276	4	1300	172	5004	56	199	117	1612	102	1487	2592
K00967	373	157	17	66	18	32	141	139	0	256	279	25	26	102	63	48	96	373	101	1297
K00968	2015	136	2854	560	2701	362	1438	2205	3	37	995	115	1734	510	230	4016	560	1148	1319	1589
K00969	59880	171628	17744	65046	51062	77401	56483	107742	120904	17797	176306	50943	25795	153723	47317	111833	178945	21379	45968	26763
K00970	1078	24	554	1322	950	280	386	312	998	149	298	674	526	876	744	693	24	344	470	1133
K00971	8658	14607	10481	2177	41930	12742	8537	2010	589	17733	12087	10048	14928	666	16531	1957	5526	19345	13921	2859
K00972	226	118	103	188	117	207	36	0	399	68	176	51	14	7	29	16	209	142	87	71
K00973	59	38	6	420	1067	543	177	136	219	20	13	107	14	45	129	258	6	1050	210	113
K00974	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3	0	0	3	0
K00975	7447	12884	5206	1272	11457	359	6449	784	12268	4809	18305	3308	484	4051	2013	2896	12409	7376	1712	4225
K00976	105204	69189	93476	41996	79249	67449	126809	1945	62289	70716	63034	42388	108888	55819	54890	18596	23889	176658	87822	33162
K00977	1824	305	490	420	925	602	157	37	0	39	356	21	497	1174	33	14	168	399	428	265
K00978	25	785	4	1848	631	423	3831	262	445	149	24	74	225	70	178	130	336	62	310	66
K00979	71	7	168	183	410	12	57	134	358	300	10	1859	392	389	68	504	630	1004	155	89
K00980	7	18	0	67	0	2	31	0	0	11	0	1	7	0	2	0	8	37	5	1
K00981	1036	1811	292	2159	2091	884	223	1097	8437	15512	3155	9955	174	910	14885	554	1814	5300	1554	4006
K00983	110	2116	95	22	169	43	72	68	203	243	450	1	906	85	8	80	163	169	296	545
K00988	10	0	37	2	4	2	10	3	1	31	0	3	0	0	0	12	10	0	10	3
K00990	16903	10065	2623	4812	1064	16115	3406	1689	1005	1642	7719	2894	4699	10238	6270	8791	1806	10011	1953	1544
K00991	9	51	12	84	2	28	19	132	136	6	46	251	10	86	193	75	8	54	7	39
K00993	9	6	4	0	2	1	2	0	0	0	0	3	0	5	2	0	0	0	2	0
K00994	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2
K00995	2042	3559	4108	1780	13635	11428	2797	2861	9638	12069	8836	4469	6616	2991	30196	15097	2296	8078	22059	1559
K00997	14	0	22	26	3	7	68	35	3	63	4	14	7	67	144	2	52	12	17	0
K00998	137	0	65	258	63	37	40	204	180	18	127	19	3	72	4	0	164	477	216	210
K00999	0	24	3	2	0	2	0	6	2	2	25	0	0	0	0	0	0	2	0	1
K01000	135	334	860	713	20	147	115	2802	28	132	6	457	2	340	2274	171	205	446	59	1680
K01001	0	5	0	0	26	1	0	11	4	4	3	7	3	0	0	1	2	48	1	24
K01002	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	2	1	0
K01004	965	632	2139	592	4779	1054	309	3440	161	4902	347	69	940	5061	638	587	1507	2318	4449	3157
K01006	112	18	3	4	44	115	171	22	570	4	62	0	7	31	41	29	3	22	219	161
K01007	250	5	99	32	26	100	4	33	68	295	103	1	248	1108	445	102	51	166	254	567
K01008	446	3	234	67	247	23	185	20	168	231	329	18	34	0	622	425	13	461	96	23
K01011	597	1981	2347	6559	527	2293	320	1285	3951	3878	8944	10228	2075	3517	5547	5870	1434	1044	2174	247
K01012	2525	1148	6651	8622	1514	10964	7824	450	1667	1204	32	9003	1283	509	5096	591	1605	1688	850	7181
K01014	878	348	364	4771	5263	1699	5457	5232	118	3647	3971	101	6371	539	1580	19851	1886	12265	1631	6085
K01015	5436	2296	341	621	11126	7346	4227	6934	4849	24381	2024	2868	7836	3176	173	5423	2463	1379	17835	19256
K01016	2850	4369	842	5046	4304	3759	1215	388	3084	2726	10785	208	905	1883	3461	732	2734	2360	2918	3231
K01017	1	2	0	15	0	25	3	1	9	0	0	4	0	0	13	16	2	0	0	0
K01019	260	108	3130	199	1033	1802	116	974	1292	697	54	0	86	1256	1359	443	884	333	590	278
K01020	571	584	112	109	318	123	307	106	72	233	522	160	390	243	181	41	545	198	388	64
K01022	61	4	87	72	40	6	36	2	3	87	3	78	10	9	183	18	13	0	9	24
K01024	967	2421	13925	334	9465	4376	2250	5253	275	503	18	5903	13535	1324	1780	6161	2452	2312	2298	5093
K01026	0	0	0	3	3	0	4	0	1	2	0	4	2	4	0	0	0	1	0	0
K01027	0	0	6	1	4	5	0	1	2	0	0	0	1	0	1	8	0	14	0	0
K01028	2594	27649	16925	3738	18328	18754	28578	11571	21287	4080	6995	26739	4570	41141	5350	5985	9540	9395	31612	16455
K01029	44232	66803	5499	2498	1291	21923	9163	78054	23031	25424	6120	43237	32095	12633	65491	23164	12478	6494	68370	48109
K01031	4	3	0	2	7	0	3	0	3	1	0	0	0	3	2	3	0	0	2	19
K01032	155	64	718	21	18	341	0	259	61	462	72	3	936	50	351	446	209	166	673	459
K01034	682	4447	451	547	3734	2431	963	8493	2347	1486	8246	1174	4981	2542	932	943	4244	9783	7254	382
K01035	97	0	2	4	13	5	0	0	0	94	65	126	39	6	1	16	3	15	136	0
K01039	8686	858	2874	3457	285	16130	7082	4915	601	4977	3205	2385	13350	305	422	2972	12177	1616	1733	1496
K01040	9511	11232	10659	1152	4990	4923	10135	5812	8811	19725	1671	4102	4995	9360	21578	406	6102	2614	6487	8800
K01042	41	2147	404	2229	813	1998	2051	13647	7908	1514	4233	235	2500	2130	941	202	1086	873	1293	2191
K01044	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	3	0	0
K01045	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
K01046	8	0	1	6	0	9	18	0	0	0	1	3	4	7	6	3	0	21	0	0
K01047	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	1
K01048	2	137	26	13	5	49	1	41	38	99	83	16	65	1	19	5	1	1	0	180
K01049	23	37	57	6	45	9	16	70	21	1	1	1	164	0	0	11	3	33	238	49
K01051	13	303	57	545	93	179	106	189	82	222	16	223	864	358	425	608	2	37	45	45
K01052	911	12244	4547	590	3477	472	2712	1054	12158	7930	2247	1614	18188	8345	1134	2406	4651	3077	143	444
K01053	98	453	1310	0	142	235	354	280	321	155	413	284	32	24	151	112	55	387	93	77
K01054	0	1	8	0	0	0	0	0	0	6	11	0	1	1	0	0	6	0	0	5
K01055	82950	45297	11479	13574	58903	32626	45461	48968	40750	32767	7082	55565	59473	31292	44133	36658	15556	18660	60551	44585
K01057	0	0	3	0	4	0	6	0	0	0	1	0	2	1	0	0	0	0	0	4
K01058	45232	22785	61647	14721	14690	16247	20901	25529	3351	82934	20436	18819	65077	23888	25727	14236	17051	10424	21403	31138
K01059	2757	765	791	3626	292	4784	5729	148	2385	2173	7114	4629	9902	725	281	7251	1402	5197	10064	984
K01060	4	42	16	361	58	3	1279	192	1300	43	192	525	515	718	2	201	600	20	51	876
K01061	0	3	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
K01062	0	0	40	21	68	9	55	41	16	52	10	0	40	1	29	2	13	7	11	0
K01063	0	58	20	7	0	8	6	15	5	100	18	58	1	6	36	3	146	26	16	44
K01064	613	2447	5520	1533	35	4876	1765	2860	4295	3525	1803	2790	1604	1151	2803	203	1497	1263	2517	1917
K01066	692	147	266	14	589	3	27	58	207	6	235	17	8	783	24	20	11	85	286	416
K01067	1	1	0	0	10	3	0	0	0	4	0	0	23	19	0	4	0	1	0	2
K01068	6574	18420	5298	1439	761	6677	9175	13826	4857	5950	6021	9030	2827	15427	20932	5579	16325	4137	19509	1804
K01069	148	1	13	9	719	167	40	1	202	134	802	271	88	352	58	124	0	8	165	0
K01070	192	88	4	41	1	184	86	12	97	159	15	1	57	1	10	77	8	66	1	8
K01071	1	1	0	4	1	0	0	1	2	0	0	5	1	3	0	0	3	4	19	0
K01074	2	3	0	5	5	0	0	0	0	0	1	0	2	0	0	2	0	12	7	0
K01075	2	0	14	8	14	0	15	3	34	0	0	0	0	9	7	5	0	39	1	8
K01077	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
K01078	13716	20831	28236	1256	3152	28391	43103	10442	45762	11207	21473	72575	15732	17172	9079	58324	16541	4483	11980	13196
K01079	57	79	444	11	298	96	0	163	14	155	120	0	419	16	380	159	0	21	1329	458
K01080	36172	3805	37891	27949	12492	32103	17328	15041	15414	2638	6444	48195	31958	48861	19964	46290	4172	19354	27823	22063
K01081	4	0	0	0	1	9	0	0	1	0	0	1	0	1	0	1	1	1	0	0
K01082	12400	30509	48872	116401	59683	54577	46798	111141	64237	36220	65820	92058	50660	108079	99940	112441	66261	124384	409253	157964
K01083	4	14	20	0	0	0	5	14	53	124	9	4	2	7	3	3	0	2	2	3
K01084	3	0	1	1	0	3	3	5	0	0	0	0	0	0	0	3	11	5	4	0
K01085	0	27	5	0	48	0	1	3	0	3	16	49	9	1	6	14	4	1	11	1
K01086	244	0	285	434	59	0	232	0	88	17	57	101	92	281	156	13	85	135	69	12
K01087	41	117	3	10	22	51	21	7	21	164	3	14	44	6	1	91	3	116	128	209
K01089	3284	2023	507	1932	9933	2094	2887	519	4504	3361	6832	9129	2866	407	7459	4164	2125	4986	2726	2064
K01091	1044	93	39	360	899	632	2230	1018	323	2148	208	749	788	597	1488	8	82	991	351	749
K01092	1	136	0	57	247	47	91	9	94	94	0	90	50	81	63	45	16	104	447	60
K01093	272	323	650	725	109	1014	128	854	59	53	4	387	251	158	361	2021	65	182	29	635
K01094	2260	16790	11769	12357	679	6726	985	2478	9097	6675	7911	4623	11751	5202	12365	3351	1754	3804	8933	3539
K01095	0	24	5	0	0	9	8	2	38	1	16	34	0	16	1	12	32	0	11	54
K01096	0	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0	0	2	0	0
K01097	117	400	461	3088	440	174	224	2350	4422	1275	714	975	3790	718	2890	470	0	218	1552	1716
K01099	0	19	3	0	23	61	0	0	18	1	30	0	2	3	0	5	25	10	18	17
K01100	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0
